Data,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),"VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),CHOVEU
2023-03-31,0.2,1006.5291666666667,1006.7708333333334,1006.275,27.09583333333333,27.483333333333334,26.71666666666667,6.720833333333334,3.3375,22.858333333333334,22.40833333333333,1
2023-02-26,0.2,1007.525,1007.7666666666668,1007.25,28.412499999999998,28.758333333333336,28.037499999999998,8.170833333333333,4.295833333333333,23.629166666666666,23.183333333333334,1
2023-09-29,0.0,1007.7125,1007.9499999999999,1007.4458333333333,26.71666666666667,27.09583333333333,26.349999999999998,7.441666666666666,3.725,21.854166666666668,21.47083333333333,0
2023-09-28,0.0,1007.2916666666666,1007.625,1007.1333333333333,27.508333333333336,28.308333333333334,27.125,6.925,3.5,21.71666666666667,21.150000000000002,0
2023-08-05,0.0,1011.525,1011.6999999999999,1011.2958333333332,25.6125,26.041666666666668,25.233333333333334,8.866666666666667,4.379166666666666,21.629166666666666,21.2625,0
2023-09-26,0.0,1007.125,1007.3874999999999,1006.8416666666667,26.97083333333333,27.3625,26.604166666666668,8.516666666666667,4.158333333333333,22.22083333333333,21.733333333333334,0
2023-09-27,0.0,1007.8090909090909,1008.1136363636364,1007.5590909090909,26.968181818181815,27.372727272727275,26.504545454545454,7.177272727272728,3.472727272727273,21.45,20.995454545454546,0
2023-09-17,0.0,1008.5166666666668,1008.775,1008.3041666666667,26.004166666666666,26.454166666666666,25.525000000000002,8.987499999999999,4.375,22.21666666666667,21.829166666666666,0
2023-10-18,0.0,1006.825,1007.2625,1006.7125,28.0,28.8375,27.625,11.1875,5.875,21.325,20.8625,0
2023-09-25,0.0,1007.5208333333334,1007.8000000000001,1007.2666666666668,26.77916666666667,27.195833333333336,26.379166666666666,8.5,4.208333333333333,22.579166666666666,22.25,0
2023-09-24,0.0,1008.0666666666667,1008.3208333333333,1007.8041666666667,26.8,27.15833333333333,26.495833333333334,8.525,4.375,23.27916666666667,22.941666666666666,0
2023-09-16,0.0,1009.3458333333333,1009.5875,1009.0708333333333,26.358333333333334,26.8125,25.958333333333332,8.229166666666666,4.1000000000000005,21.858333333333334,21.479166666666668,0
2023-10-19,0.0,1007.6857142857143,1008.1285714285714,1007.6285714285714,28.24285714285714,28.985714285714288,27.542857142857144,8.028571428571428,4.2,22.542857142857144,21.842857142857145,0
2023-10-20,0.0,1007.3272727272728,1007.6,1007.0272727272727,28.154545454545453,28.88181818181818,27.7,9.536363636363637,4.863636363636363,22.60909090909091,22.28181818181818,0
2023-10-22,0.0,1006.9125,1007.4,1006.8,28.35,29.2875,27.9375,9.95,5.2375,22.3625,21.7125,0
2023-10-24,0.0,1007.4,1007.9,1007.35,28.65,29.525,28.025,9.05,4.875,22.475,21.575,0
2023-10-25,0.0,1006.6200000000001,1007.04,1006.5200000000001,28.3,29.4,27.880000000000003,7.859999999999999,4.08,21.46,20.82,0
2023-09-30,0.0,1007.415,1007.735,1007.2149999999999,27.339999999999996,27.814999999999998,26.994999999999997,11.23,5.63,21.15,20.65,0
